# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1559193320.581531763076782,0.01152,0.00034,0.00088,0.00029,0.00001,0.00089,0.01393
1559193320.681439161300659,0.01318,0.00046,0.00098,0.00034,0.00071,0.00107,0.01674
1559193320.781514406204224,0.01370,0.00044,0.00231,0.00026,0.00009,0.00098,0.01777
1559193320.881557464599609,0.01614,0.00051,0.00330,0.00040,0.00127,0.00159,0.02322
1559193320.981780290603638,0.01712,0.00054,0.00121,0.00029,0.00053,0.00133,0.02102
1559193321.081607580184937,0.00751,0.00023,0.00103,0.00010,0.00057,0.00050,0.00993
1559193321.181633949279785,0.02333,0.00041,0.00077,0.00016,0.00006,0.00111,0.02584
1559193321.281475067138672,0.02311,0.00051,0.00227,0.00017,0.00042,0.00125,0.02773
1559193321.381517648696899,0.01131,0.00034,0.00042,0.00008,0.00077,0.00070,0.01362
1559193321.481544256210327,0.01279,0.00042,0.00129,0.00014,0.00116,0.00095,0.01674
1559193321.581606388092041,0.01623,0.00049,0.00199,0.00022,0.00095,0.00111,0.02099
1559193321.681590318679810,0.01501,0.00054,0.00060,0.00022,0.00116,0.00115,0.01868
1559193321.781548976898193,0.01475,0.00043,0.00146,0.00024,0.00140,0.00118,0.01946
1559193321.881343603134155,0.02233,0.00064,0.00141,0.00050,0.00091,0.00111,0.02690
1559193321.981403589248657,0.01523,0.00042,0.00150,0.00018,0.00032,0.00107,0.01872
1559193322.081531524658203,0.00839,0.00023,0.00086,0.00009,0.00010,0.00056,0.01023
1559193322.183050632476807,0.02138,0.00037,0.00105,0.00015,0.00105,0.00084,0.02483
1559193322.281676054000854,0.02442,0.00070,0.00216,0.00039,0.00159,0.00134,0.03059
1559193322.381544351577759,0.01100,0.00040,0.00089,0.00035,0.00037,0.00084,0.01386
1559193322.481546163558960,0.01830,0.00049,0.00185,0.00044,0.00183,0.00100,0.02391
1559193322.581560611724854,0.01473,0.00045,0.00240,0.00063,0.00014,0.00152,0.01987
1559193322.681838750839233,0.01372,0.00045,0.00145,0.00050,0.00041,0.00124,0.01776
1559193322.781800031661987,0.01559,0.00044,0.00055,0.00042,0.00013,0.00115,0.01828
1559193322.881586790084839,0.02261,0.00059,0.00085,0.00040,0.00050,0.00127,0.02621
1559193322.981724023818970,0.01369,0.00034,0.00168,0.00020,0.00027,0.00099,0.01718
1559193323.082006454467773,0.00949,0.00065,0.00060,0.00013,0.00150,0.00072,0.01308
1559193323.181814193725586,0.01494,0.00046,0.00137,0.00029,0.00045,0.00119,0.01870
1559193323.281668424606323,0.01465,0.00047,0.00056,0.00019,0.00328,0.00108,0.02025
1559193323.381516933441162,0.02020,0.00055,0.00105,0.00040,0.00163,0.00111,0.02494
1559193323.481570720672607,0.01412,0.00047,0.00125,0.00031,0.00027,0.00111,0.01752
1559193323.581732273101807,0.01610,0.00048,0.00112,0.00031,0.00026,0.00099,0.01927
1559193323.681690931320190,0.02842,0.00049,0.00130,0.00026,0.00194,0.00076,0.03317
1559193323.781506299972534,0.00965,0.00027,0.00033,0.00013,0.00053,0.00056,0.01148
1559193323.881572484970093,0.01281,0.00059,0.00263,0.00025,0.00050,0.00128,0.01806
1559193323.982081651687622,0.01548,0.00063,0.00113,0.00017,0.00071,0.00074,0.01886
1559193324.081576108932495,0.00839,0.00025,0.00056,0.00015,0.00005,0.00053,0.00992
1559193324.181701183319092,0.01173,0.00034,0.00135,0.00016,0.00085,0.00095,0.01537
1559193324.281993865966797,0.01956,0.00045,0.00089,0.00012,0.00081,0.00073,0.02258
1559193324.381841421127319,0.01357,0.00035,0.00153,0.00014,0.00021,0.00079,0.01658
1559193324.481589078903198,0.01489,0.00041,0.00108,0.00017,0.00112,0.00147,0.01915
1559193324.581714391708374,0.01444,0.00044,0.00093,0.00018,0.00190,0.00170,0.01960
1559193324.681557893753052,0.01876,0.00045,0.00069,0.00019,0.00000,0.00091,0.02098
1559193324.781556606292725,0.03455,0.00068,0.00071,0.00025,0.00008,0.00125,0.03752
1559193324.881651163101196,0.01860,0.00056,0.00093,0.00022,0.00243,0.00110,0.02384
1559193324.981528282165527,0.01964,0.00052,0.00042,0.00014,0.00120,0.00104,0.02296
1559193325.081694602966309,0.00702,0.00023,0.00110,0.00006,0.00067,0.00059,0.00968
1559193325.181550979614258,0.01585,0.00041,0.00286,0.00026,0.00044,0.00099,0.02082
1559193325.281508922576904,0.02766,0.00044,0.00110,0.00019,0.00028,0.00086,0.03053
1559193325.381536960601807,0.01159,0.00034,0.00030,0.00014,0.00004,0.00067,0.01308
1559193325.481635570526123,0.03103,0.00066,0.00119,0.00018,0.00040,0.00114,0.03460
1559193325.581577777862549,0.01498,0.00040,0.00062,0.00010,0.00000,0.00107,0.01717
1559193325.681447267532349,0.00971,0.00036,0.00189,0.00011,0.00159,0.00068,0.01435
1559193325.783670902252197,0.01843,0.00041,0.00116,0.00021,0.00061,0.00095,0.02178
1559193325.881778240203857,0.01135,0.00033,0.00099,0.00011,0.00492,0.00118,0.01889
1559193325.981662511825562,0.02165,0.00053,0.00273,0.00042,0.00159,0.00091,0.02783
1559193326.081403970718384,0.00980,0.00024,0.00080,0.00006,0.00019,0.00045,0.01155
1559193326.181343555450439,0.01729,0.00054,0.00192,0.00015,0.00005,0.00118,0.02114
1559193326.281467914581299,0.02469,0.00038,0.00065,0.00009,0.00005,0.00088,0.02675
1559193326.381468057632446,0.02318,0.00051,0.00129,0.00006,0.00038,0.00121,0.02663
1559193326.481351613998413,0.01461,0.00040,0.00198,0.00000,0.00005,0.00082,0.01786
1559193326.581283569335938,0.02415,0.00041,0.00147,0.00000,0.00092,0.00067,0.02761
1559193326.681269407272339,0.01982,0.00044,0.00043,0.00008,0.00025,0.00073,0.02176
1559193326.781423330307007,0.01665,0.00058,0.00103,0.00011,0.00133,0.00108,0.02078
1559193326.881302118301392,0.01319,0.00045,0.00176,0.00021,0.00127,0.00089,0.01777
1559193326.981356620788574,0.01411,0.00045,0.00120,0.00031,0.00009,0.00126,0.01742
1559193327.081185817718506,0.00686,0.00023,0.00039,0.00009,0.00043,0.00045,0.00844
1559193327.181164979934692,0.03519,0.00069,0.00062,0.00024,0.00000,0.00095,0.03768
1559193327.281169891357422,0.02793,0.00056,0.00099,0.00027,0.00035,0.00101,0.03111
1559193327.381242752075195,0.01379,0.00037,0.00231,0.00022,0.00257,0.00101,0.02027
1559193327.480973958969116,0.01756,0.00038,0.00165,0.00031,0.00024,0.00083,0.02096
1559193327.581486225128174,0.01945,0.00046,0.00203,0.00023,0.00052,0.00100,0.02369
1559193327.683842897415161,0.03373,0.00037,0.00077,0.00020,0.00017,0.00076,0.03600
1559193327.781419277191162,0.01113,0.00026,0.00035,0.00014,0.00110,0.00076,0.01375
1559193327.881355762481689,0.02325,0.00043,0.00185,0.00031,0.00000,0.00090,0.02674
1559193327.981389522552490,0.01550,0.00044,0.00091,0.00026,0.00027,0.00080,0.01819
1559193328.081248760223389,0.00897,0.00023,0.00059,0.00016,0.00015,0.00071,0.01080
1559193328.181302309036255,0.02173,0.00035,0.00113,0.00020,0.00000,0.00079,0.02419
1559193328.281273365020752,0.01837,0.00054,0.00258,0.00021,0.00350,0.00104,0.02623
1559193328.381246566772461,0.01856,0.00065,0.00144,0.00037,0.00269,0.00113,0.02485
1559193328.480724096298218,0.01588,0.00042,0.00261,0.00043,0.00734,0.00088,0.02756
1559193328.581150531768799,0.02019,0.00053,0.00047,0.00145,0.00137,0.00095,0.02496
1559193328.681121826171875,0.03019,0.00052,0.00083,0.00139,0.00000,0.00096,0.03389
1559193328.781093597412109,0.01089,0.00036,0.00045,0.00100,0.00001,0.00065,0.01337
1559193328.880950689315796,0.03449,0.00054,0.00210,0.00137,0.00000,0.00101,0.03950
1559193328.980987071990967,0.01406,0.00042,0.00226,0.00132,0.00374,0.00064,0.02244
1559193329.081248998641968,0.03242,0.00067,0.00236,0.00151,0.00003,0.00123,0.03822
1559193329.181135416030884,0.01343,0.00030,0.00107,0.00058,0.00154,0.00066,0.01759
1559193329.281301498413086,0.02425,0.00056,0.00068,0.00144,0.00120,0.00116,0.02928
1559193329.381547212600708,0.01912,0.00041,0.00222,0.00058,0.00000,0.00072,0.02306
1559193329.481255292892456,0.01535,0.00041,0.00179,0.00047,0.00008,0.00100,0.01910
1559193329.581416368484497,0.02804,0.00033,0.00192,0.00035,0.00000,0.00064,0.03127
1559193329.681195974349976,0.01664,0.00035,0.00097,0.00040,0.00044,0.00083,0.01962
1559193329.781109094619751,0.02299,0.00038,0.00178,0.00038,0.00115,0.00066,0.02735
1559193329.881148099899292,0.03000,0.00051,0.00076,0.00060,0.00000,0.00101,0.03289
1559193329.981114387512207,0.01077,0.00026,0.00080,0.00020,0.00040,0.00054,0.01298
1559193330.081119298934937,0.00832,0.00023,0.00039,0.00018,0.00001,0.00050,0.00964
1559193330.181261301040649,0.02101,0.00059,0.00085,0.00037,0.00034,0.00110,0.02425
1559193330.281255006790161,0.02405,0.00035,0.00139,0.00033,0.00026,0.00079,0.02719
1559193330.381167173385620,0.00757,0.00029,0.00117,0.00019,0.00007,0.00090,0.01019
1559193330.481104135513306,0.02376,0.00056,0.00352,0.00028,0.00034,0.00095,0.02942
1559193330.581351518630981,0.01352,0.00031,0.00068,0.00023,0.00284,0.00093,0.01850
1559193330.681154012680054,0.02171,0.00055,0.00079,0.00072,0.00029,0.00117,0.02524
1559193330.781220674514771,0.01988,0.00044,0.00120,0.00048,0.00006,0.00099,0.02305
1559193330.881269693374634,0.03423,0.00044,0.00067,0.00037,0.00026,0.00112,0.03709
1559193330.981317520141602,0.01247,0.00028,0.00044,0.00026,0.00285,0.00107,0.01737
1559193331.081175565719604,0.01030,0.00023,0.00047,0.00046,0.00053,0.00057,0.01257
1559193331.182860851287842,0.03043,0.00043,0.00167,0.00033,0.00000,0.00073,0.03358
1559193331.281241178512573,0.02345,0.00036,0.00085,0.00024,0.00106,0.00083,0.02679
1559193331.381124734878540,0.01933,0.00048,0.00075,0.00025,0.00063,0.00075,0.02219
1559193331.481221914291382,0.01994,0.00053,0.00251,0.00035,0.00010,0.00095,0.02437
1559193331.581235647201538,0.01223,0.00035,0.00062,0.00019,0.00000,0.00073,0.01413
1559193331.681262016296387,0.01928,0.00055,0.00186,0.00023,0.00009,0.00137,0.02339
1559193331.781305789947510,0.01833,0.00088,0.00222,0.00017,0.00169,0.00090,0.02420
1559193331.881199359893799,0.01734,0.00040,0.00065,0.00019,0.00031,0.00122,0.02011
1559193331.981199264526367,0.01654,0.00040,0.00194,0.00019,0.00007,0.00090,0.02003
1559193332.081242084503174,0.03627,0.00081,0.00235,0.00034,0.00000,0.00192,0.04171
1559193332.181218624114990,0.01817,0.00037,0.00292,0.00017,0.00076,0.00072,0.02310
1559193332.281115770339966,0.02761,0.00044,0.00098,0.00019,0.00026,0.00093,0.03042
1559193332.381283998489380,0.01007,0.00037,0.00055,0.00014,0.00027,0.00070,0.01212
1559193332.481186389923096,0.03537,0.00056,0.00128,0.00025,0.00000,0.00107,0.03853
1559193332.581197977066040,0.01011,0.00025,0.00037,0.00009,0.00001,0.00056,0.01140
1559193332.680996656417847,0.01874,0.00057,0.00350,0.00014,0.00149,0.00106,0.02551
1559193332.781050682067871,0.02088,0.00047,0.00107,0.00010,0.00707,0.00091,0.03051
1559193332.881736516952515,0.03019,0.00043,0.00124,0.00062,0.00136,0.00090,0.03473
1559193332.981017589569092,0.01197,0.00041,0.00207,0.00065,0.00008,0.00114,0.01632
1559193333.081106424331665,0.02700,0.00055,0.00092,0.00063,0.00051,0.00090,0.03052
1559193333.181003808975220,0.00889,0.00030,0.00057,0.00030,0.00000,0.00064,0.01070
1559193333.280992746353149,0.03079,0.00070,0.00208,0.00081,0.00444,0.00115,0.03997
1559193333.381032228469849,0.01043,0.00029,0.00099,0.00045,0.00118,0.00070,0.01404
1559193333.480934381484985,0.01203,0.00033,0.00187,0.00081,0.00146,0.00086,0.01737
1559193333.580972433090210,0.01126,0.00037,0.00145,0.00105,0.00000,0.00111,0.01524
1559193333.680940628051758,0.02499,0.00075,0.00327,0.00104,0.00003,0.00135,0.03143
1559193333.780883073806763,0.01501,0.00051,0.00292,0.00069,0.00595,0.00090,0.02599
1559193333.881090641021729,0.02169,0.00086,0.00133,0.00128,0.00000,0.00126,0.02642
1559193333.980937957763672,0.02124,0.00057,0.00198,0.00086,0.00048,0.00147,0.02660
1559193334.080990314483643,0.00905,0.00026,0.00030,0.00030,0.00006,0.00053,0.01051
1559193334.180918455123901,0.01903,0.00060,0.00112,0.00070,0.00013,0.00165,0.02324
1559193334.280760049819946,0.02633,0.00114,0.00193,0.00060,0.00026,0.00115,0.03141
1559193334.380943298339844,0.01541,0.00049,0.00079,0.00051,0.00107,0.00101,0.01929
1559193334.480773687362671,0.02861,0.00055,0.00275,0.00045,0.00187,0.00100,0.03522
1559193334.581021070480347,0.00993,0.00027,0.00121,0.00037,0.00061,0.00063,0.01302
1559193334.682874202728271,0.02910,0.00043,0.00147,0.00026,0.00053,0.00086,0.03266
1559193334.781005382537842,0.02455,0.00045,0.00118,0.00017,0.00046,0.00100,0.02781
1559193334.880995273590088,0.03382,0.00042,0.00110,0.00014,0.00224,0.00100,0.03872
1559193334.981054544448853,0.01021,0.00026,0.00067,0.00021,0.00059,0.00065,0.01259
1559193335.080979585647583,0.03373,0.00055,0.00301,0.00035,0.00105,0.00113,0.03982
1559193335.181027889251709,0.01140,0.00026,0.00082,0.00019,0.00004,0.00059,0.01331
1559193335.280985116958618,0.02850,0.00047,0.00200,0.00026,0.00272,0.00120,0.03515
1559193335.381007671356201,0.00983,0.00026,0.00091,0.00032,0.00001,0.00059,0.01193
1559193335.481055974960327,0.01737,0.00046,0.00169,0.00037,0.00017,0.00091,0.02096
1559193335.581017255783081,0.01481,0.00042,0.00150,0.00031,0.00053,0.00088,0.01845
1559193335.681014537811279,0.03236,0.00031,0.00125,0.00022,0.00064,0.00076,0.03555
1559193335.780995368957520,0.00920,0.00026,0.00115,0.00016,0.00007,0.00053,0.01137
1559193335.881110191345215,0.02772,0.00051,0.00208,0.00037,0.00024,0.00115,0.03208
1559193335.981201887130737,0.01329,0.00039,0.00078,0.00025,0.00000,0.00082,0.01553
1559193336.081189393997192,0.01275,0.00023,0.00050,0.00016,0.00076,0.00064,0.01504
1559193336.181075572967529,0.01853,0.00068,0.00189,0.00038,0.00009,0.00122,0.02279
1559193336.280939579010010,0.03372,0.00051,0.00078,0.00025,0.00091,0.00094,0.03713
1559193336.380768299102783,0.01005,0.00025,0.00134,0.00019,0.00051,0.00062,0.01297
1559193336.481155872344971,0.03009,0.00055,0.00232,0.00033,0.00029,0.00131,0.03489
1559193336.580924987792969,0.01573,0.00031,0.00200,0.00019,0.00125,0.00080,0.02028
1559193336.680784702301025,0.03365,0.00044,0.00134,0.00034,0.00010,0.00083,0.03669
1559193336.781010150909424,0.01028,0.00031,0.00056,0.00025,0.00067,0.00062,0.01269
1559193336.880851745605469,0.01605,0.00034,0.00178,0.00026,0.00086,0.00065,0.01994
1559193336.980755090713501,0.03298,0.00042,0.00095,0.00044,0.00006,0.00108,0.03594
1559193337.080726146697998,0.00696,0.00023,0.00070,0.00020,0.00003,0.00045,0.00857
1559193337.180853605270386,0.00939,0.00043,0.00159,0.00026,0.00001,0.00067,0.01235
1559193337.280691385269165,0.01244,0.00041,0.00151,0.00030,0.00000,0.00087,0.01553
1559193337.380623579025269,0.01225,0.00038,0.00118,0.00031,0.00029,0.00117,0.01559
1559193337.480741977691650,0.01876,0.00045,0.00309,0.00032,0.00093,0.00087,0.02441
1559193337.580568313598633,0.01111,0.00040,0.00202,0.00036,0.00083,0.00087,0.01559
1559193337.680555820465088,0.01469,0.00059,0.00066,0.00057,0.00140,0.00126,0.01917
1559193337.780529737472534,0.01744,0.00045,0.00248,0.00060,0.00134,0.00077,0.02309
1559193337.880760669708252,0.02740,0.00042,0.00136,0.00052,0.00551,0.00083,0.03605
1559193337.980668306350708,0.00873,0.00031,0.00174,0.00056,0.00043,0.00064,0.01241
1559193338.080462217330933,0.00770,0.00025,0.00059,0.00023,0.00000,0.00061,0.00937
1559193338.180431365966797,0.01440,0.00044,0.00138,0.00036,0.00000,0.00102,0.01760
1559193338.281399726867676,0.02793,0.00043,0.00177,0.00025,0.00029,0.00091,0.03157
1559193338.380528926849365,0.01249,0.00035,0.00184,0.00022,0.00000,0.00087,0.01577
1559193338.480551481246948,0.02368,0.00041,0.00092,0.00023,0.00008,0.00088,0.02620
1559193338.580842971801758,0.00939,0.00024,0.00075,0.00013,0.00051,0.00047,0.01150
1559193338.680736780166626,0.03418,0.00049,0.00147,0.00028,0.00045,0.00078,0.03766
1559193338.780839443206787,0.00968,0.00038,0.00055,0.00019,0.00020,0.00053,0.01153
1559193338.880406618118286,0.03168,0.00044,0.00130,0.00031,0.00007,0.00114,0.03494
1559193338.980445623397827,0.01230,0.00026,0.00068,0.00013,0.00045,0.00047,0.01429
1559193339.080483913421631,0.00856,0.00031,0.00068,0.00013,0.00014,0.00096,0.01079
1559193339.180186986923218,0.02366,0.00048,0.00194,0.00034,0.00169,0.00100,0.02910
1559193339.280091047286987,0.01640,0.00039,0.00071,0.00035,0.00000,0.00100,0.01886
1559193339.379912614822388,0.01748,0.00045,0.00176,0.00037,0.00094,0.00099,0.02199
1559193339.479952335357666,0.02556,0.00044,0.00120,0.00049,0.00077,0.00071,0.02917
1559193339.580068111419678,0.01327,0.00038,0.00074,0.00036,0.00025,0.00082,0.01582
1559193339.680037021636963,0.01574,0.00037,0.00044,0.00023,0.00242,0.00095,0.02015
1559193339.780130386352539,0.01542,0.00040,0.00171,0.00050,0.00020,0.00080,0.01903
1559193339.880041837692261,0.01710,0.00044,0.00099,0.00044,0.00014,0.00086,0.01996
1559193339.980139970779419,0.01367,0.00042,0.00219,0.00043,0.00191,0.00087,0.01949
1559193340.080173015594482,0.00980,0.00023,0.00061,0.00039,0.00053,0.00078,0.01235
1559193340.180215120315552,0.01239,0.00052,0.00063,0.00081,0.00252,0.00088,0.01776
1559193340.280176877975464,0.03254,0.00043,0.00101,0.00069,0.00456,0.00089,0.04013
1559193340.380228519439697,0.01022,0.00032,0.00097,0.00078,0.00005,0.00074,0.01308
1559193340.480122804641724,0.02290,0.00057,0.00156,0.00081,0.00000,0.00120,0.02704
1559193340.580232143402100,0.01840,0.00045,0.00111,0.00051,0.00034,0.00111,0.02192
1559193340.680050611495972,0.03763,0.00042,0.00191,0.00039,0.00006,0.00080,0.04122
1559193340.780129671096802,0.00834,0.00029,0.00157,0.00019,0.00059,0.00088,0.01185
1559193340.880088567733765,0.01808,0.00053,0.00207,0.00037,0.00000,0.00151,0.02256
1559193340.980158805847168,0.01951,0.00043,0.00183,0.00027,0.00000,0.00111,0.02316
1559193341.079942941665649,0.02044,0.00052,0.00209,0.00024,0.00000,0.00128,0.02458
1559193341.180116653442383,0.01628,0.00044,0.00154,0.00019,0.00194,0.00094,0.02133
1559193341.280059576034546,0.01432,0.00035,0.00082,0.00020,0.00050,0.00072,0.01691
1559193341.380065679550171,0.01482,0.00047,0.00064,0.00031,0.00000,0.00098,0.01722
1559193341.480072498321533,0.01410,0.00046,0.00262,0.00036,0.00260,0.00092,0.02106
1559193341.580177783966064,0.01475,0.00041,0.00052,0.00061,0.00130,0.00095,0.01854
1559193341.679988861083984,0.03454,0.00057,0.00150,0.00081,0.00000,0.00105,0.03847
1559193341.780002593994141,0.01418,0.00032,0.00105,0.00049,0.00209,0.00093,0.01907
1559193341.880999565124512,0.02818,0.00028,0.00174,0.00038,0.00018,0.00066,0.03142
1559193341.979939699172974,0.04072,0.00046,0.00064,0.00035,0.00004,0.00075,0.04297
1559193342.079921483993530,0.00949,0.00023,0.00054,0.00012,0.00041,0.00049,0.01128
1559193342.179919481277466,0.01292,0.00028,0.00053,0.00020,0.00013,0.00071,0.01477
1559193342.280068159103394,0.02640,0.00072,0.00112,0.00029,0.00000,0.00140,0.02993
1559193342.380100488662720,0.01578,0.00042,0.00101,0.00022,0.00052,0.00096,0.01890
1559193342.480189323425293,0.02660,0.00034,0.00056,0.00013,0.00122,0.00086,0.02970
1559193342.580177783966064,0.00926,0.00027,0.00060,0.00014,0.00056,0.00056,0.01139
1559193342.680112600326538,0.02033,0.00052,0.00261,0.00038,0.00103,0.00094,0.02581
1559193342.780085325241089,0.01664,0.00035,0.00056,0.00018,0.00057,0.00072,0.01901
1559193342.880166769027710,0.02077,0.00039,0.00205,0.00020,0.00073,0.00087,0.02501
1559193342.980046987533569,0.01168,0.00038,0.00113,0.00023,0.00000,0.00076,0.01419
1559193343.080057621002197,0.00802,0.00023,0.00041,0.00008,0.00110,0.00055,0.01039
1559193343.180045843124390,0.01759,0.00042,0.00087,0.00022,0.00089,0.00089,0.02088
1559193343.280146837234497,0.03280,0.00061,0.00227,0.00034,0.00208,0.00084,0.03894
1559193343.380138158798218,0.01037,0.00026,0.00116,0.00031,0.00060,0.00070,0.01340
1559193343.480105400085449,0.01976,0.00043,0.00117,0.00056,0.00010,0.00079,0.02281
1559193343.580223083496094,0.01820,0.00053,0.00170,0.00061,0.00233,0.00134,0.02471
1559193343.680215120315552,0.03751,0.00038,0.00100,0.00056,0.00068,0.00065,0.04077
1559193343.782393932342529,0.00805,0.00025,0.00057,0.00032,0.00000,0.00050,0.00969
1559193343.880198955535889,0.01573,0.00031,0.00067,0.00027,0.00132,0.00075,0.01906
1559193343.980279445648193,0.01034,0.00023,0.00101,0.00035,0.00121,0.00087,0.01400
1559193344.080431222915649,0.00775,0.00027,0.00067,0.00048,0.00000,0.00095,0.01013
1559193344.180573225021362,0.01016,0.00028,0.00100,0.00052,0.00064,0.00069,0.01329
1559193344.280540227890015,0.02854,0.00062,0.00192,0.00097,0.00206,0.00092,0.03503
1559193344.380445480346680,0.00826,0.00031,0.00103,0.00059,0.00221,0.00083,0.01323
1559193344.480487346649170,0.01394,0.00047,0.00149,0.00093,0.00100,0.00092,0.01874
1559193344.580397367477417,0.01608,0.00044,0.00106,0.00083,0.00180,0.00101,0.02123
1559193344.680569887161255,0.02337,0.00059,0.00196,0.00125,0.00114,0.00100,0.02931
1559193344.780505657196045,0.03818,0.00048,0.00125,0.00075,0.00198,0.00121,0.04386
1559193344.880444526672363,0.01048,0.00033,0.00101,0.00048,0.00183,0.00069,0.01481
1559193344.980407238006592,0.03231,0.00045,0.00070,0.00111,0.00043,0.00093,0.03594
1559193345.080358982086182,0.00729,0.00024,0.00063,0.00040,0.00000,0.00046,0.00902
1559193345.180593967437744,0.02890,0.00049,0.00053,0.00046,0.00488,0.00081,0.03607
1559193345.280273914337158,0.03285,0.00037,0.00132,0.00056,0.00000,0.00073,0.03585
1559193345.380600929260254,0.00973,0.00027,0.00053,0.00037,0.00004,0.00062,0.01157
1559193345.480676174163818,0.02271,0.00042,0.00271,0.00046,0.00009,0.00084,0.02722
1559193345.581093311309814,0.02999,0.00046,0.00084,0.00039,0.00076,0.00077,0.03321
1559193345.680459260940552,0.01298,0.00036,0.00082,0.00044,0.00008,0.00085,0.01553
1559193345.780372619628906,0.01142,0.00038,0.00097,0.00046,0.00205,0.00081,0.01609
1559193345.880300045013428,0.02956,0.00065,0.00152,0.00113,0.00000,0.00187,0.03473
1559193345.980415344238281,0.01044,0.00052,0.00207,0.00059,0.00082,0.00080,0.01524
1559193346.080384492874146,0.00737,0.00024,0.00065,0.00027,0.00054,0.00056,0.00963
1559193346.180419683456421,0.02664,0.00068,0.00244,0.00071,0.00000,0.00103,0.03150
1559193346.280286788940430,0.01870,0.00074,0.00211,0.00149,0.00233,0.00130,0.02667
1559193346.380271911621094,0.01713,0.00037,0.00131,0.00070,0.00083,0.00075,0.02109
1559193346.480254411697388,0.01432,0.00037,0.00021,0.00078,0.00000,0.00071,0.01639
1559193346.580320358276367,0.01425,0.00044,0.00091,0.00089,0.00317,0.00089,0.02056
1559193346.680186271667480,0.02229,0.00045,0.00097,0.00103,0.00087,0.00079,0.02639
1559193346.780241489410400,0.00973,0.00040,0.00219,0.00080,0.00004,0.00091,0.01408
1559193346.880364418029785,0.02302,0.00043,0.00062,0.00067,0.00061,0.00109,0.02643
1559193346.980315923690796,0.00945,0.00032,0.00134,0.00042,0.00138,0.00067,0.01358
1559193347.080439090728760,0.02165,0.00053,0.00080,0.00050,0.00001,0.00081,0.02431
1559193347.180233240127563,0.01789,0.00061,0.00169,0.00046,0.00184,0.00103,0.02353
1559193347.280232429504395,0.02145,0.00072,0.00108,0.00056,0.00012,0.00129,0.02522
1559193347.382543087005615,0.01339,0.00042,0.00080,0.00032,0.00271,0.00116,0.01879
1559193347.480458974838257,0.01396,0.00041,0.00129,0.00044,0.00032,0.00100,0.01743
1559193347.580548048019409,0.01621,0.00049,0.00127,0.00040,0.00145,0.00098,0.02082
1559193347.680467844009399,0.01531,0.00056,0.00205,0.00038,0.00008,0.00107,0.01946
1559193347.780549287796021,0.01515,0.00052,0.00087,0.00026,0.00036,0.00114,0.01829
1559193347.880374431610107,0.02599,0.00060,0.00173,0.00020,0.00000,0.00098,0.02950
1559193347.980346679687500,0.00981,0.00040,0.00127,0.00024,0.00061,0.00102,0.01337
1559193348.080345392227173,0.00667,0.00023,0.00076,0.00009,0.00049,0.00049,0.00874
1559193348.180385351181030,0.01078,0.00038,0.00067,0.00011,0.00007,0.00094,0.01295
1559193348.280458927154541,0.01901,0.00072,0.00117,0.00013,0.00013,0.00164,0.02280
1559193348.380606412887573,0.01098,0.00059,0.00287,0.00009,0.00194,0.00093,0.01741
1559193348.480398893356323,0.02578,0.00073,0.00307,0.00024,0.00227,0.00111,0.03319
1559193348.580386161804199,0.01212,0.00042,0.00107,0.00025,0.00284,0.00114,0.01786
1559193348.680378437042236,0.01230,0.00042,0.00077,0.00036,0.00072,0.00079,0.01537
1559193348.780276536941528,0.01438,0.00051,0.00115,0.00036,0.00106,0.00102,0.01846
1559193348.880472421646118,0.01346,0.00053,0.00106,0.00039,0.00011,0.00121,0.01676
1559193348.980432987213135,0.01381,0.00067,0.00139,0.00020,0.00023,0.00092,0.01721
1559193349.081463813781738,0.00718,0.00023,0.00080,0.00005,0.00021,0.00044,0.00891
1559193349.180566787719727,0.02509,0.00061,0.00063,0.00012,0.00057,0.00113,0.02815
1559193349.280780315399170,0.01980,0.00041,0.00033,0.00010,0.00177,0.00077,0.02318
1559193349.380613088607788,0.01136,0.00035,0.00092,0.00012,0.00109,0.00076,0.01460
1559193349.480415105819702,0.01437,0.00059,0.00187,0.00023,0.00087,0.00118,0.01910
1559193349.580519914627075,0.02329,0.00044,0.00061,0.00008,0.00082,0.00136,0.02660
1559193349.680859088897705,0.01446,0.00037,0.00028,0.00006,0.00000,0.00070,0.01588
1559193349.780576705932617,0.01727,0.00083,0.00234,0.00012,0.00108,0.00114,0.02278
1559193349.880502462387085,0.02955,0.00069,0.00160,0.00015,0.00099,0.00102,0.03400
1559193349.980351448059082,0.01236,0.00042,0.00079,0.00016,0.00000,0.00098,0.01473
1559193350.080404043197632,0.03453,0.00058,0.00093,0.00011,0.00020,0.00163,0.03797
1559193350.180394411087036,0.01069,0.00026,0.00091,0.00009,0.00123,0.00060,0.01379
1559193350.280425310134888,0.02860,0.00046,0.00090,0.00019,0.00005,0.00088,0.03109
1559193350.380270719528198,0.01244,0.00036,0.00059,0.00006,0.00010,0.00086,0.01442
1559193350.480270624160767,0.01267,0.00030,0.00049,0.00005,0.00013,0.00077,0.01441
1559193350.580332756042480,0.00848,0.00026,0.00033,0.00004,0.00104,0.00071,0.01088
1559193350.680075407028198,0.01354,0.00044,0.00077,0.00022,0.00177,0.00095,0.01769
1559193350.780316352844238,0.03414,0.00050,0.00095,0.00040,0.00066,0.00086,0.03752
